ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
75102,161-ZA-T30,FPQ-7175,SCMS-104100,ASN-12991,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,12-Jan-12,12-Jan-12,12-Jan-12,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5360,14579.2,2.72,0.05,"Cipla, Goa, India",Yes,583.0,5824.11,24.06
75139,108-VN-T30,FPQ-4098,SCMS-51760,ASN-5445,Vietnam,PMO - US,Direct Drop,EXW,Air,8/12/09,8/14/09,27-Nov-09,27-Nov-09,27-Nov-09,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3024,4384.8,1.45,0.02,"Aurobindo Unit III, India",Yes,202.0,1615.88,8.59
75198,105-GH-T30,FPQ-14052,SCMS-237810,ASN-28671,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/14,5/23/14,10-Nov-14,10-Nov-14,12-Nov-14,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,25097,205795.4,8.2,0.14,"Aurobindo Unit III, India",Yes,3167.0,16189.27,211.56
75331,116-ZA-T30,FPQ-12522,SCMS-199280,ASN-24433,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/13/13,7-Feb-14,7-Feb-14,7-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,76,1487.93,19.58,0.33,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,1.84
75336,108-VN-T30,FPQ-10287,SCMS-156140,ASN-17077,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/14/12,10-Dec-12,10-Dec-12,10-Dec-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14119,46592.7,3.3,0.11,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,65.32
75422,110-ZM-T30,FPQ-14151,SCMS-240080,ASN-26467,Zambia,PMO - US,Direct Drop,EXW,Air,4/30/14,5/21/14,20-Jul-14,21-Jul-14,6-Aug-14,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,38939,87612.75,2.25,0.04,"Aurobindo Unit III, India",Yes,3962.0,20233.34,90.07
75491,116-ZA-T30,FPQ-13973,SCMS-238556,ASN-31854,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,4/28/15,28-Apr-15,28-Apr-15,28-Apr-15,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,6,283.05,47.18,0.52,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.29
75502,109-TZ-T30,FPQ-13048,SCMS-210910,ASN-23397,Tanzania,PMO - US,Direct Drop,EXW,Air,10/3/13,10/28/13,28-Jan-14,28-Jan-14,28-Jan-14,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,11912,18582.72,1.56,0.05,"Aurobindo Unit III, India",Yes,802.0,5740.54,22.99
75522,108-VN-T30,FPQ-12539,SCMS-210820,ASN-23668,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,10/14/13,21-Jan-14,21-Jan-14,21-Jan-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,11517,37315.08,3.24,0.11,Hetero Unit III Hyderabad IN,Yes,1006.0,3001.35,46.16
75581,108-VN-T30,FPQ-5094,SCMS-68480,ASN-7488,Vietnam,PMO - US,Direct Drop,EXW,Air,3/15/10,3/24/10,3-Aug-10,3-Aug-10,3-Aug-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8738,20534.3,2.35,0.04,"Strides, Bangalore, India.",Yes,420.0,6683.69,44.27
75595,122-HT-T30,FPQ-8671,SCMS-131030,ASN-13447,Haiti,PMO - US,Direct Drop,EXW,Air,11/9/11,12/29/11,23-Jan-12,23-Jan-12,23-Jan-12,MRDT,Malaria,"Standard Diagnostics, Inc.","Malaria Antigen P.f , HRP2, Kit, 25 Tests","Malaria Antigen P.f , HRP2, Kit",Generic,,Test kit,25,4,45.0,11.25,0.45,"Standard Diagnostics, Korea",Yes,2.0,702.42,0.06
75671,106-HT-T30,FPQ-12590,SCMS-210470,ASN-24371,Haiti,PMO - US,Direct Drop,EXW,Ocean,8/21/13,10/24/13,9-May-14,9-May-14,12-May-14,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,2688,4193.28,1.56,0.05,"Aurobindo Unit III, India",Yes,154.0,2520.54,5.19
75706,105-GH-T30,FPQ-13809,SCMS-234010,ASN-27059,Ghana,PMO - US,Direct Drop,FCA,Air,3/7/14,4/14/14,7-Aug-14,7-Aug-14,15-Aug-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,934,5547.96,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,110.0,2060.79,5.7
75733,103-SS-T30,FPQ-14517,SCMS-249920,ASN-29167,South Sudan,PMO - US,Direct Drop,EXW,Air,6/30/14,7/31/14,11-Dec-14,11-Dec-14,16-Dec-14,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,635,1206.5,1.9,0.03,"Cipla, Goa, India",Yes,59.0,1944.99,1.24
75751,108-VN-T30,FPQ-5899,SCMS-77260,ASN-8928,Vietnam,PMO - US,Direct Drop,EXW,Air,6/23/10,7/1/10,7-Dec-10,7-Dec-10,7-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,336,2436.0,7.25,0.12,"Aurobindo Unit III, India",Yes,19.0,8495.83,5.25
75799,105-GH-T30,FPQ-13809,SCMS-234050,ASN-26436,Ghana,PMO - US,Direct Drop,EXW,Air,3/7/14,4/14/14,24-Jul-14,24-Jul-14,31-Jul-14,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,3393,73967.4,21.8,0.18,"Aurobindo Unit III, India",Yes,915.0,6006.37,76.04
75810,104-CI-T30,FPQ-9263,SCMS-139100,ASN-14678,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2/1/12,3/8/12,22-May-12,22-May-12,22-May-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,1800,45000.0,25.0,0.83,Mylan (formerly Matrix) Nashik,Yes,225.0,3109.21,63.09
75913,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,19,528.69,27.83,0.46,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.65
75970,105-SS-T30,FPQ-15569,SCMS-272160,ASN-31335,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/14,2/20/15,3-Jun-15,3-Jun-15,5-Jun-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,15,120.0,8.0,0.08,"Alere Medical Co., Ltd.",No,3424.441305712492,11103.234819296547,0.14
76063,106-HT-T30,FPQ-11443,SCMS-180980,ASN-20515,Haiti,PMO - US,Direct Drop,EXW,Air,2/7/13,3/22/13,14-Aug-13,14-Aug-13,14-Aug-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,3192,6703.2,2.1,0.04,Mylan (formerly Matrix) Nashik,Yes,157.0,2010.69,8.29
76073,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,6/25/14,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Adult,PHARMACY DIRECT,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,13,324.4,24.95,0.42,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.33
76087,100-DO-T30,FPQ-6083,SCMS-92940,ASN-9058,Dominican Republic,PMO - US,Direct Drop,EXW,Air,7/16/10,11/22/10,18-Dec-10,18-Dec-10,18-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,1000,13000.0,13.0,0.43,"Aurobindo Unit III, India",Yes,68.0,1001.12,28.03
76097,108-VN-T30,FPQ-4098,SCMS-51770,ASN-5448,Vietnam,PMO - US,Direct Drop,EXW,Air,8/12/09,8/14/09,3-Dec-09,3-Dec-09,3-Dec-09,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,13020,18879.0,1.45,0.02,"Aurobindo Unit III, India",Yes,861.0,1872.53,37.0
76263,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,3,19.32,6.44,0.11,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296547,0.02
76318,108-VN-T30,FPQ-12539,SCMS-199770,ASN-22687,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,7/25/13,13-Dec-13,13-Dec-13,13-Dec-13,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6493,11492.61,1.77,0.03,"Micro labs, Verna, Goa, India",Yes,301.0,1457.92,14.22
76319,116-ZA-T30,FPQ-13973,SCMS-238554,ASN-28627,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,10/3/14,3-Oct-14,3-Oct-14,3-Oct-14,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,4,78.7,19.68,0.66,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.08
76321,108-VN-T30,FPQ-6818,SCMS-97850,ASN-11024,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2/15/11,22-Jun-11,22-Jun-11,22-Jun-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,336,5040.0,15.0,0.25,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,8.32
76327,108-VN-T30,FPQ-15692,SCMS-274390,ASN-32265,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,10-Jul-15,10-Jul-15,10-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,17600,31680.0,1.8,0.03,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,37.29
76505,106-HT-T30,FPQ-13797,SCMS-234000,ASN-26977,Haiti,PMO - US,Direct Drop,EXW,Ocean,3/20/14,4/28/14,20-Oct-14,20-Oct-14,24-Oct-14,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3260,9714.8,2.98,0.1,"Micro labs, Verna, Goa, India",Yes,3424.441305712492,11103.234819296547,9.99
76559,108-VN-T30,FPQ-10286,SCMS-156272,ASN-17807,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/14/12,1-Feb-13,1-Feb-13,1-Feb-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,1966,4423.5,2.25,0.04,Mylan (formerly Matrix) Nashik,Yes,91.0,1143.04,6.2
76603,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,7,189.78,27.11,0.45,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,0.23
76638,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,122,3142.69,25.76,0.21,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296547,3.89
76712,114-UG-T30,FPQ-4276,SCMS-55240,ASN-5607,Uganda,PMO - US,Direct Drop,FCA,Air,9/22/09,11/3/09,19-Dec-09,19-Dec-09,19-Dec-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,110,3977.6,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,33.0,995.22,7.8
76772,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/13,12/2/13,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,1281,14728.5,11.5,0.19,GSK Cape Town Factory (South Africa),No,3424.441305712492,11103.234819296547,18.22
76813,106-HT-T30,FPQ-4337,SCMS-56140,ASN-5572,Haiti,PMO - US,Direct Drop,FCA,Air,10/13/09,11/6/09,21-Dec-09,21-Dec-09,21-Dec-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,45,406.8,9.04,0.15,ABBVIE Ludwigshafen Germany,Yes,13.0,928.11,0.8
76881,103-CM-T30,FPQ-16210,SCMS-289310,ASN-32567,Cameroon,PMO - US,Direct Drop,EXW,Air,4/28/15,6/2/15,17-Jun-15,17-Jun-15,17-Jun-15,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,4416,5520.0,1.25,0.04,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296547,6.5
76917,101-CD-T30,FPQ-13555,SCMS-234300,ASN-27384,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/19/14,5/5/14,29-Sep-14,29-Sep-14,14-Oct-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10000,81000.0,8.1,0.13,"Cipla, Goa, India",Yes,1463.0,12498.65,83.27
77044,116-ZA-T30,FPQ-14942,SCMS-259073,ASN-30671,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,2/12/15,12-Feb-15,12-Feb-15,12-Feb-15,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,50,2492.63,49.85,0.83,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,2.56
77068,116-ZA-T30,FPQ-13973,SCMS-238556,ASN-31854,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,4/28/15,28-Apr-15,28-Apr-15,28-Apr-15,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7,218.34,31.19,0.52,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.22
77138,116-ZA-T30,FPQ-3596,SCMS-50360,ASN-5454,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/09,9/22/09,27-Oct-09,27-Oct-09,27-Oct-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1000,16453.48,16.45,0.55,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,32.25
77181,114-UG-T30,FPQ-11153,SCMS-171920,ASN-18279,Uganda,PMO - US,Direct Drop,EXW,Air,12/13/12,1/11/13,5-Mar-13,5-Mar-13,5-Mar-13,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,196,439.04,2.24,0.07,"Aurobindo Unit III, India",Yes,12.0,917.35,0.54
77324,107-RW-T30,FPQ-4047,SCMS-50810,ASN-5740,Rwanda,PMO - US,Direct Drop,CIP,Air,7/28/09,8/18/09,4-Jan-10,4-Jan-10,4-Jan-10,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10350,26806.5,2.59,0.04,Hetero Unit III Hyderabad IN,Yes,582.0,2990.64,52.54
77413,110-ZM-T30,FPQ-14151,SCMS-239790,ASN-26472,Zambia,PMO - US,Direct Drop,EXW,Air,4/30/14,5/21/14,20-Jul-14,20-Jul-14,1-Aug-14,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34165,76871.25,2.25,0.04,"Aurobindo Unit III, India",Yes,3503.0,19461.76,79.02
77464,108-VN-T30,FPQ-13524,SCMS-226220,ASN-26923,Vietnam,PMO - US,Direct Drop,EXW,Air,2/6/14,3/10/14,29-Jul-14,29-Jul-14,6-Aug-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,7248,76104.0,10.5,0.35,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,78.23
77480,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,57,1483.72,26.03,0.29,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,1.84
77494,114-UG-T30,FPQ-12477,SCMS-198721,ASN-22001,Uganda,PMO - US,Direct Drop,EXW,Ocean,7/8/13,8/27/13,18-Dec-13,18-Dec-13,20-Dec-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9888,64173.12,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,858.0,10833.06,79.38
77547,105-SS-T30,FPQ-15569,SCMS-272160,ASN-31331,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/14,2/20/15,3-Jun-15,3-Jun-15,5-Jun-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,50,400.0,8.0,0.08,"Alere Medical Co., Ltd.",No,3424.441305712492,11103.234819296547,0.47
77610,116-ZA-T30,FPQ-4054,SCMS-51250,ASN-5056,South Africa,PMO - US,Direct Drop,DDP,Truck,7/29/09,8/7/09,24-Aug-09,24-Aug-09,24-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,560,10506.86,18.76,0.63,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,20.59
77659,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,5/11/15,12-May-15,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3,33.81,11.27,0.38,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.03
77677,109-TZ-T30,FPQ-13803,SCMS-231060,ASN-25337,Tanzania,PMO - US,Direct Drop,EXW,Air,2/28/14,3/7/14,24-Jun-14,24-Jun-14,24-Jun-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,5000,28700.0,5.74,0.19,Mylan (formerly Matrix) Nashik,Yes,449.0,2865.22,29.5
77735,104-CI-T30,FPQ-12806,SCMS-206590,ASN-24449,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,8/9/13,9/16/13,3-Mar-14,3-Mar-14,26-Mar-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,2100,42000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,293.0,3169.34,51.95
77751,103-SS-T30,FPQ-14411,SCMS-244550,ASN-26903,South Sudan,PMO - US,Direct Drop,EXW,Air,6/9/14,6/19/14,29-Sep-14,29-Sep-14,3-Oct-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,2538,3172.5,1.25,0.04,"Aurobindo Unit III, India",Yes,165.0,1960.89,3.26
77772,114-UG-T30,FPQ-5277,SCMS-68320,ASN-6788,Uganda,PMO - US,Direct Drop,FCA,Air,3/12/10,3/18/10,12-May-10,12-May-10,12-May-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,160,5785.6,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,47.0,1238.94,12.47
77781,116-ZA-T30,FPQ-5535,SCMS-71370,ASN-7373,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/10,4/21/10,31-May-10,31-May-10,31-May-10,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,300,12447.35,41.49,0.35,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296547,26.84
77910,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/13,12/2/13,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,259,7677.85,29.64,0.49,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,9.5
77925,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,472,9824.7,20.82,0.69,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,12.15
77926,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/13,12/2/13,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,28,78.79,2.81,0.09,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.08
77936,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,13,328.17,25.24,0.42,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.41
78026,108-VN-T30,FPQ-13524,SCMS-226260,ASN-26929,Vietnam,PMO - US,Direct Drop,EXW,Air,2/6/14,3/10/14,13-Aug-14,30-Jul-14,1-Aug-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,22752,238896.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,3138.0,4964.6,245.59
